active_day_ratio,active_days,active_days_last_7_days,avg_session_minutes,avg_time_per_question,evening_session_ratio,max_streak,pattern_label,persona,questions_per_session,recent_active_day_ratio,session_growth_ratio,sessions_last_7_days,sessions_previous_7_days,study_minutes_last_7_days,study_minutes_previous_7_days,synthetic_student_index,total_questions,total_sessions,total_study_minutes,user_id,weekend_session_ratio
0.9048,19,3,9.78,92.74,1.0,3,Deep Focus Learner,Deep Focus Learner,5.19,1.0,0.5,3,2,28.67,21.13,1039,109,21,205.48,15801,0.1905
0.6667,52,3,10.31,113.49,1.0,5,Consistent Climber,Consistent Climber,4.49,0.75,-0.5,4,8,55.8,74.95,1040,350,78,803.82,15802,0.0
0.6923,18,2,13.98,139.33,0.1923,2,Weekend Learner,Weekend Learner,5.15,0.5,1.0,4,2,33.97,38.33,1041,134,26,363.52,15803,0.9231
1.0,13,3,9.71,76.91,0.6923,2,Fresh Starter,Fresh Starter,5.85,1.0,3,3,0,35.22,0.0,1042,76,13,126.28,15804,0.1538
0.6706,57,4,14.15,140.71,1.0,6,High Achiever,High Achiever,5.25,0.6667,0.2,6,5,83.75,72.38,1043,446,85,1202.55,15805,0.2
0.9524,20,1,11.44,100.71,1.0,2,Deep Focus Learner,Deep Focus Learner,5.67,1.0,-0.75,1,4,7.45,38.42,1044,119,21,240.18,15806,0.1429
0.5111,23,2,15.6,143.75,0.2,2,Weekend Learner,Weekend Learner,5.76,0.4,0.6667,5,3,52.13,101.43,1045,259,45,702.07,15807,0.9778
1.0,12,0,17.71,195.29,0.9167,1,Fresh Starter,Fresh Starter,4.92,0,0,0,0,0.0,0.0,1046,59,12,212.47,15808,0.6667
1.0,11,0,10.35,106.81,1.0,1,Fresh Starter,Fresh Starter,4.73,0,0,0,0,0.0,0.0,1047,52,11,113.83,15809,0.2727
0.6486,48,2,11.61,106.04,1.0,5,Consistent Climber,Consistent Climber,5.49,0.6667,-0.5714,3,7,26.1,80.7,1048,406,74,858.87,15810,0.0
1.0,13,1,10.59,122.55,0.6923,2,Fresh Starter,Fresh Starter,4.23,1.0,0.0,1,1,6.37,5.55,1049,55,13,137.72,15811,0.2308
0.6389,46,3,13.09,126.04,1.0,5,Consistent Climber,Consistent Climber,5.32,0.5,1.0,6,3,174.97,25.58,1050,383,72,942.2,15812,0.0
0.5641,44,3,17.12,175.95,1.0,5,Consistent Climber,Consistent Climber,5.22,0.75,0.3333,4,3,32.13,34.67,1051,407,78,1335.02,15813,0.0
0.7407,40,2,11.1,101.37,1.0,4,Consistent Climber,Consistent Climber,5.56,1.0,-0.3333,2,3,37.33,28.88,1052,300,54,599.6,15814,0.0
0.6984,44,2,10.02,92.41,1.0,5,High Achiever,High Achiever,5.3,1.0,-0.6667,2,6,17.32,43.87,1053,334,63,631.27,15815,0.2063
0.6286,44,3,16.34,176.51,1.0,4,Consistent Climber,Consistent Climber,4.94,0.5,0.0,6,6,69.75,103.47,1054,346,70,1143.88,15816,0.0
0.6471,44,4,10.91,112.33,1.0,5,Consistent Climber,Consistent Climber,4.9,0.5714,0.0,7,7,95.93,74.4,1055,333,68,741.72,15817,0.0
0.7,35,1,19.15,177.42,1.0,3,High Achiever,High Achiever,5.84,1.0,-0.75,1,4,8.02,49.5,1056,292,50,957.27,15818,0.24
0.6571,46,3,14.14,146.87,1.0,5,High Achiever,High Achiever,5.01,0.6,0.25,5,4,67.92,75.37,1057,351,70,989.58,15819,0.2286
0.8636,38,5,14.61,147.77,0.7045,4,Flexible Learner,Flexible Learner,5.23,0.7143,2.5,7,2,82.87,15.75,1058,230,44,643.02,15820,0.3182
0.5319,25,2,13.24,150.39,0.2128,2,Weekend Learner,Weekend Learner,4.51,0.5,0.0,4,4,47.92,22.55,1059,212,47,622.2,15821,1.0
0.6933,52,4,10.07,92.18,1.0,5,Consistent Climber,Consistent Climber,5.43,0.5,0.6,8,5,80.53,58.48,1060,407,75,755.48,15822,0.0
1.0,23,3,14.76,164.38,0.6957,3,Fresh Starter,Fresh Starter,4.83,1.0,2.0,3,1,45.18,3.95,1061,111,23,339.57,15823,0.3043
0.8529,29,4,10.84,96.55,0.7059,4,Flexible Learner,Flexible Learner,5.47,1.0,1.0,4,2,25.68,18.22,1062,186,34,368.53,15824,0.3235
0.625,40,3,15.36,148.39,1.0,4,Consistent Climber,Consistent Climber,5.44,0.6,0.25,5,4,37.43,38.8,1063,348,64,983.35,15825,0.0
1.0,24,1,9.64,89.25,0.5833,3,Fresh Starter,Fresh Starter,5.12,1.0,-0.5,1,2,7.77,15.1,1064,123,24,231.42,15826,0.3333
0.5581,24,2,14.9,155.75,0.093,2,Weekend Learner,Weekend Learner,5.0,0.4,1.5,5,2,100.18,17.02,1065,215,43,640.62,15827,1.0
0.5588,38,3,17.9,188.35,1.0,5,Consistent Climber,Consistent Climber,5.13,0.4286,0.0,7,7,189.32,107.9,1066,349,68,1217.25,15828,0.0
0.8857,31,2,9.06,97.87,0.6571,5,Flexible Learner,Flexible Learner,4.34,1.0,2,2,0,13.4,0.0,1067,152,35,317.15,15829,0.3714
1.0,11,0,8.28,78.6,0.8182,3,Fresh Starter,Fresh Starter,4.82,0,0,0,0,0.0,0.0,1068,53,11,91.1,15830,0.3636
0.8261,38,5,13.89,144.61,1.0,5,Consistent Climber,Consistent Climber,5.02,0.7143,2.5,7,2,77.83,21.67,1069,231,46,639.07,15831,0.0
0.7206,49,4,9.46,86.1,1.0,5,Consistent Climber,Consistent Climber,5.34,0.6667,5.0,6,1,81.5,9.95,1070,363,68,643.5,15832,0.0
0.5758,19,2,14.22,148.73,0.2121,3,Weekend Learner,Weekend Learner,4.94,0.6667,0.0,3,3,35.18,27.93,1071,163,33,469.18,15833,0.9394
0.6667,42,3,10.79,97.02,1.0,5,Consistent Climber,Consistent Climber,5.52,0.4286,0.75,7,4,66.68,54.72,1072,348,63,679.68,15834,0.0
0.8387,26,2,10.48,106.12,1.0,5,Deep Focus Learner,Deep Focus Learner,4.9,0.6667,0.0,3,3,16.88,26.83,1073,152,31,324.78,15835,0.3226
1.0,11,0,9.83,94.94,0.6364,1,Fresh Starter,Fresh Starter,4.91,0,0,0,0,0.0,0.0,1074,54,11,108.13,15836,0.4545
0.6897,40,1,9.23,90.55,1.0,5,Consistent Climber,Consistent Climber,4.9,0.5,-0.7143,2,7,13.85,56.32,1075,284,58,535.08,15837,0.0
0.6119,41,5,11.22,100.66,1.0,5,Consistent Climber,Consistent Climber,5.58,0.8333,0.0,6,6,70.72,47.42,1076,374,67,751.58,15838,0.0
1.0,10,0,9.9,77.54,0.9,2,Fresh Starter,Fresh Starter,6.1,0,-1.0,0,1,0.0,12.72,1077,61,10,99.02,15839,0.4
1.0,23,1,9.89,109.55,0.6522,3,Fresh Starter,Fresh Starter,4.35,1.0,0.0,1,1,5.68,6.17,1078,100,23,227.43,15840,0.2174
1.0,11,1,16.88,157.58,0.7273,2,Fresh Starter,Fresh Starter,5.82,1.0,1,1,0,39.38,0.0,1079,64,11,185.63,15841,0.0909
0.8298,39,4,9.32,84.31,0.6809,4,Flexible Learner,Flexible Learner,5.38,1.0,1.0,4,2,30.55,19.1,1080,253,47,438.15,15842,0.234
0.8214,23,2,14.29,142.5,0.7857,3,Flexible Learner,Flexible Learner,5.18,1.0,1.0,2,1,25.5,6.83,1081,145,28,400.18,15843,0.3571
0.8298,39,5,12.61,114.22,0.7447,6,Flexible Learner,Flexible Learner,5.66,0.7143,0.4,7,5,118.42,44.8,1082,266,47,592.7,15844,0.1915
0.625,40,4,12.01,127.49,1.0,4,Consistent Climber,Consistent Climber,4.73,0.6667,0.2,6,5,55.9,79.85,1083,303,64,768.82,15845,0.0
0.9091,20,1,11.21,107.73,0.1818,3,Weekend Learner,Weekend Learner,5.23,1.0,-0.5,1,2,7.12,19.68,1084,115,22,246.67,15846,0.9091
1.0,8,0,14.64,120.78,0.75,1,Fresh Starter,Fresh Starter,6.38,0,-1.0,0,2,0.0,61.8,1085,51,8,117.12,15847,0.375
0.75,21,3,9.1,77.41,0.8214,3,Flexible Learner,Flexible Learner,5.32,0.75,0.3333,4,3,42.95,26.62,1086,149,28,254.83,15848,0.3929
0.8696,20,2,13.1,154.79,1.0,3,Deep Focus Learner,Deep Focus Learner,4.26,1.0,2,2,0,14.6,0.0,1087,98,23,301.38,15849,0.2609
0.5897,23,1,9.27,88.4,0.1795,3,Weekend Learner,Weekend Learner,4.97,1.0,-0.6667,1,3,22.27,26.35,1088,194,39,361.68,15850,0.9744
0.7727,17,1,9.07,85.59,0.1818,2,Weekend Learner,Weekend Learner,5.14,0.5,0.0,2,2,15.87,17.2,1089,113,22,199.48,15851,0.9545
0.8261,19,1,11.6,97.29,1.0,4,Deep Focus Learner,Deep Focus Learner,6.09,1.0,1,1,0,11.37,0.0,1090,140,23,266.77,15852,0.1739
1.0,11,0,9.23,74.67,0.8182,2,Fresh Starter,Fresh Starter,5.82,0,-1.0,0,2,0.0,15.95,1091,64,11,101.57,15853,0.1818
0.7632,29,1,15.96,153.11,1.0,4,Deep Focus Learner,Deep Focus Learner,5.58,1.0,0.0,1,1,41.88,38.67,1092,212,38,606.43,15854,0.3158
0.8108,30,1,9.54,84.67,0.8649,4,Flexible Learner,Flexible Learner,5.46,1.0,-0.6667,1,3,11.88,46.3,1093,202,37,352.92,15855,0.2973
0.6562,21,1,11.51,105.62,0.1562,3,Weekend Learner,Weekend Learner,5.56,0.5,0.0,2,2,15.22,9.0,1094,178,32,368.27,15856,0.9375
0.6667,44,3,12.44,115.14,1.0,5,Consistent Climber,Consistent Climber,5.44,0.75,0.0,4,4,56.5,66.25,1095,359,66,820.78,15857,0.0
0.9375,30,0,12.43,116.32,0.8125,3,Flexible Learner,Flexible Learner,5.44,0,-1.0,0,3,0.0,22.33,1096,174,32,397.92,15858,0.2188
0.7895,30,2,11.32,110.03,1.0,3,Deep Focus Learner,Deep Focus Learner,5.13,1.0,1.0,2,1,62.98,10.47,1097,195,38,430.18,15859,0.1579
0.5714,16,1,10.59,115.27,0.1429,2,Weekend Learner,Weekend Learner,4.5,0.5,1.0,2,1,13.52,5.65,1098,126,28,296.4,15860,1.0
0.7015,47,3,10.27,86.16,1.0,5,Consistent Climber,Consistent Climber,5.76,0.75,0.0,4,4,36.73,43.32,1099,386,67,687.92,15861,0.0
0.7292,35,1,11.13,101.52,1.0,4,Consistent Climber,Consistent Climber,5.46,1.0,-0.8,1,5,9.0,57.78,1100,262,48,534.28,15862,0.0
0.7391,17,2,11.68,123.26,0.2609,2,Weekend Learner,Weekend Learner,4.78,0.6667,0.0,3,3,34.28,21.77,1101,110,23,268.65,15863,0.9565
0.8444,38,4,9.67,83.83,0.7333,4,Flexible Learner,Flexible Learner,5.49,0.8,0.0,5,5,64.05,47.05,1102,247,45,435.03,15864,0.4222
0.9231,24,4,17.6,159.07,1.0,4,Deep Focus Learner,Deep Focus Learner,6.0,1.0,4,4,0,59.43,0.0,1103,156,26,457.62,15865,0.3462
0.6892,51,4,10.03,89.83,1.0,5,Consistent Climber,Consistent Climber,5.46,0.5714,0.0,7,7,93.33,48.13,1104,404,74,742.12,15866,0.0
0.7556,34,1,9.95,98.28,0.7556,4,Flexible Learner,Flexible Learner,4.91,0.3333,0.5,3,2,22.17,53.33,1105,221,45,447.67,15867,0.3111
0.6232,43,1,10.81,95.26,1.0,5,Consistent Climber,Consistent Climber,5.65,1.0,-0.8,1,5,6.02,45.0,1106,390,69,745.77,15868,0.0
0.9,27,3,11.52,109.4,0.7667,3,Flexible Learner,Flexible Learner,5.23,1.0,0.0,3,3,25.92,55.45,1107,157,30,345.5,15869,0.1667
0.4792,23,2,11.63,104.13,0.1458,2,Weekend Learner,Weekend Learner,5.65,0.4,-0.1667,5,6,41.07,74.47,1108,271,48,558.05,15870,0.9792
0.9259,25,2,10.84,102.91,1.0,3,Deep Focus Learner,Deep Focus Learner,5.19,1.0,0.0,2,2,15.12,21.3,1109,140,27,292.72,15871,0.2593
0.8636,19,1,11.05,96.04,1.0,2,Deep Focus Learner,Deep Focus Learner,5.5,1.0,-0.5,1,2,9.28,18.32,1110,121,22,243.12,15872,0.2727
1.0,23,1,13.16,140.7,0.6522,3,Fresh Starter,Fresh Starter,4.83,1.0,-0.5,1,2,8.43,38.8,1111,111,23,302.78,15873,0.2174
1.0,20,1,11.0,109.65,1.0,2,Deep Focus Learner,Deep Focus Learner,5.05,1.0,-0.5,1,2,9.68,44.35,1112,101,20,220.07,15874,0.2
0.7895,15,0,11.9,96.75,1.0,3,Deep Focus Learner,Deep Focus Learner,6.0,0,0,0,0,0.0,0.0,1113,114,19,226.03,15875,0.1579
0.8667,26,1,12.31,138.9,0.6667,4,Flexible Learner,Flexible Learner,4.53,1.0,-0.6667,1,3,9.65,38.45,1114,136,30,369.25,15876,0.5333
0.8571,30,1,11.55,132.09,1.0,2,Deep Focus Learner,Deep Focus Learner,4.4,1.0,0.0,1,1,5.93,6.43,1115,154,35,404.42,15877,0.2571
1.0,12,1,14.3,132.82,0.75,2,Fresh Starter,Fresh Starter,5.58,1.0,1,1,0,61.12,0.0,1116,67,12,171.62,15878,0.5833
1.0,8,0,15.92,170.45,0.625,1,Fresh Starter,Fresh Starter,5.0,0,-1.0,0,2,0.0,64.87,1117,40,8,127.35,15879,0.375
0.8485,28,1,12.01,124.71,0.7576,3,Flexible Learner,Flexible Learner,4.82,1.0,-0.5,1,2,22.47,15.88,1118,159,33,396.17,15880,0.2727
0.8966,26,2,13.74,141.95,1.0,3,Deep Focus Learner,Deep Focus Learner,5.03,1.0,-0.5,2,4,19.07,83.08,1119,146,29,398.45,15881,0.3103
0.7222,39,3,15.94,147.39,1.0,5,Consistent Climber,Consistent Climber,5.81,0.75,1.0,4,2,51.68,66.78,1120,314,54,860.93,15882,0.0
0.8718,34,5,17.93,172.79,0.7692,5,Flexible Learner,Flexible Learner,5.49,0.8333,0.5,6,4,112.82,36.17,1121,214,39,699.37,15883,0.2051
0.5208,25,2,14.69,137.47,0.2083,2,Weekend Learner,Weekend Learner,5.58,0.4,-0.2857,5,7,56.42,63.7,1122,268,48,705.12,15884,0.9167
0.7407,20,0,15.5,168.31,0.1481,3,Weekend Learner,Weekend Learner,4.85,0,-1.0,0,1,0.0,8.32,1123,131,27,418.48,15885,0.8889
0.6364,21,2,15.44,135.78,0.2121,3,Weekend Learner,Weekend Learner,6.0,0.4,0.6667,5,3,56.48,76.2,1124,198,33,509.55,15886,0.9697
0.8529,29,5,16.11,148.03,1.0,4,Deep Focus Learner,Deep Focus Learner,5.74,1.0,1.5,5,2,36.4,54.03,1125,195,34,547.88,15887,0.1765
0.6667,18,2,10.82,92.69,0.1111,2,Weekend Learner,Weekend Learner,5.78,1.0,-0.5,2,4,16.4,69.53,1126,156,27,292.08,15888,1.0
0.7368,42,2,10.68,108.58,1.0,5,Consistent Climber,Consistent Climber,4.88,1.0,-0.5,2,4,31.42,60.4,1127,278,57,609.03,15889,0.0
0.7907,34,1,11.66,102.99,0.6512,3,Flexible Learner,Flexible Learner,5.56,1.0,-0.75,1,4,12.92,44.32,1128,239,43,501.2,15890,0.1628
0.7541,46,1,11.82,111.49,1.0,5,Consistent Climber,Consistent Climber,5.34,0.25,0.3333,4,3,31.92,35.43,1129,326,61,720.82,15891,0.0
0.7,35,2,13.47,127.25,1.0,4,Consistent Climber,Consistent Climber,5.46,1.0,1.0,2,1,34.53,5.15,1130,273,50,673.7,15892,0.0
0.8333,25,1,10.68,113.04,1.0,2,Deep Focus Learner,Deep Focus Learner,4.7,1.0,-0.5,1,2,11.23,25.47,1131,141,30,320.28,15893,0.2
0.6066,37,1,11.06,96.46,1.0,5,Consistent Climber,Consistent Climber,5.69,0.3333,-0.4,3,5,26.82,73.57,1132,347,61,674.52,15894,0.0
0.7556,34,3,10.37,87.04,1.0,3,Consistent Climber,Consistent Climber,5.84,1.0,0.0,3,3,21.37,28.67,1133,263,45,466.52,15895,0.0
0.8571,24,1,12.89,123.79,0.7143,5,Flexible Learner,Flexible Learner,5.29,1.0,-0.5,1,2,5.07,13.2,1134,148,28,361.0,15896,0.25
0.8302,44,4,10.11,99.08,0.6792,8,Flexible Learner,Flexible Learner,5.0,0.6667,2.0,6,2,62.53,18.67,1135,265,53,535.98,15897,0.3208
1.0,10,1,12.09,121.06,0.8,2,Fresh Starter,Fresh Starter,5.0,1.0,1,1,0,9.45,0.0,1136,50,10,120.9,15898,0.0
0.8182,36,5,13.03,134.36,0.75,3,Flexible Learner,Flexible Learner,5.07,0.625,1.6667,8,3,91.37,46.63,1137,223,44,573.32,15899,0.4318
0.6438,47,4,13.32,125.57,1.0,5,Consistent Climber,Consistent Climber,5.45,0.8,0.25,5,4,44.22,28.45,1138,398,73,972.42,15900,0.0
0.6716,45,3,9.82,86.28,1.0,4,Consistent Climber,Consistent Climber,5.49,0.75,1.0,4,2,29.97,21.05,1139,368,67,658.17,15901,0.0
0.6842,52,3,11.3,100.07,1.0,6,High Achiever,High Achiever,5.61,0.75,-0.4286,4,7,31.98,122.1,1140,426,76,858.95,15902,0.1842
0.8378,31,2,16.31,156.03,0.7568,4,Flexible Learner,Flexible Learner,5.59,0.6667,0.0,3,3,74.93,62.15,1141,207,37,603.62,15903,0.2703
0.8049,33,2,13.03,137.18,0.6829,4,Flexible Learner,Flexible Learner,4.93,0.6667,0.0,3,3,57.58,60.97,1142,202,41,534.08,15904,0.2683
0.8696,20,1,11.76,107.64,1.0,2,Deep Focus Learner,Deep Focus Learner,5.57,1.0,1,1,0,9.27,0.0,1143,128,23,270.4,15905,0.087
0.7091,39,2,12.22,112.65,1.0,4,Consistent Climber,Consistent Climber,5.58,0.6667,-0.25,3,4,30.13,28.6,1144,307,55,672.2,15906,0.0
0.875,21,3,14.33,138.16,1.0,3,Deep Focus Learner,Deep Focus Learner,5.33,0.75,4,4,0,56.8,0.0,1145,128,24,343.95,15907,0.3333
0.561,23,2,12.73,120.21,0.2683,3,Weekend Learner,Weekend Learner,5.41,1.0,1.0,2,1,14.25,7.68,1146,222,41,521.97,15908,0.9756
0.5814,50,4,10.87,98.17,1.0,6,High Achiever,High Achiever,5.38,0.8,-0.1667,5,6,36.45,54.52,1147,463,86,935.07,15909,0.1163
0.7391,34,2,11.21,102.82,0.7826,5,Flexible Learner,Flexible Learner,5.46,1.0,-0.3333,2,3,14.1,31.2,1148,251,46,515.45,15910,0.2174
0.8824,30,4,10.18,108.34,1.0,2,Deep Focus Learner,Deep Focus Learner,4.56,1.0,0.0,4,4,36.47,36.37,1149,155,34,346.08,15911,0.2941
0.6494,50,4,11.37,97.19,1.0,5,Consistent Climber,Consistent Climber,5.81,0.6667,0.5,6,4,54.58,39.2,1150,447,77,875.57,15912,0.0
0.8889,24,1,9.77,88.12,1.0,4,Deep Focus Learner,Deep Focus Learner,5.37,1.0,0.0,1,1,5.7,12.67,1151,145,27,263.78,15913,0.2593
0.6207,54,3,9.32,81.96,1.0,6,High Achiever,High Achiever,5.44,0.6,0.25,5,4,61.28,30.8,1152,473,87,810.77,15914,0.1264
1.0,12,1,10.34,99.33,0.75,1,Fresh Starter,Fresh Starter,5.08,1.0,1,1,0,4.25,0.0,1153,61,12,124.03,15915,0.4167
0.6548,55,6,13.71,123.07,1.0,6,High Achiever,High Achiever,5.81,0.8571,0.4,7,5,68.38,46.93,1154,488,84,1151.3,15916,0.119
0.6327,31,2,17.32,181.18,1.0,3,Consistent Climber,Consistent Climber,5.12,1.0,-0.8182,2,11,52.27,137.2,1155,251,49,848.55,15917,0.0
0.8077,42,4,16.08,148.36,1.0,6,High Achiever,High Achiever,5.71,1.0,0.3333,4,3,50.87,86.5,1156,297,52,836.25,15918,0.1346
0.65,39,4,12.93,130.75,1.0,4,Consistent Climber,Consistent Climber,5.02,0.5,0.1429,8,7,63.17,108.25,1157,301,60,775.83,15919,0.0
1.0,9,0,11.49,108.66,0.7778,1,Fresh Starter,Fresh Starter,5.22,0,-1.0,0,1,0.0,9.75,1158,47,9,103.38,15920,0.4444
0.963,26,3,9.95,86.52,1.0,3,Deep Focus Learner,Deep Focus Learner,5.52,1.0,0.0,3,3,20.35,24.98,1159,149,27,268.75,15921,0.2963
1.0,16,1,7.75,79.38,0.625,1,Fresh Starter,Fresh Starter,4.5,1.0,-0.5,1,2,6.32,16.42,1160,72,16,124.03,15922,0.375
0.6528,47,5,14.03,135.34,1.0,5,High Achiever,High Achiever,5.38,0.8333,5.0,6,1,40.2,3.8,1161,387,72,1010.37,15923,0.1806
0.85,34,4,14.42,160.32,0.75,6,Flexible Learner,Flexible Learner,4.7,1.0,-0.2,4,5,40.4,63.42,1162,188,40,576.75,15924,0.225
0.661,39,2,10.09,85.82,1.0,5,Consistent Climber,Consistent Climber,5.73,1.0,-0.6667,2,6,24.32,64.97,1163,338,59,595.22,15925,0.0
0.5893,33,2,12.01,116.52,1.0,4,Consistent Climber,Consistent Climber,5.29,0.4,1.5,5,2,37.1,53.22,1164,296,56,672.45,15926,0.0
0.9286,26,1,9.67,99.34,1.0,3,Deep Focus Learner,Deep Focus Learner,4.79,1.0,0.0,1,1,6.83,10.57,1165,134,28,270.85,15927,0.2857
0.7273,16,0,17.81,204.53,1.0,2,Deep Focus Learner,Deep Focus Learner,4.68,0,-1.0,0,2,0.0,59.17,1166,103,22,391.72,15928,0.0455
1.0,20,1,9.15,80.12,1.0,2,Deep Focus Learner,Deep Focus Learner,5.45,1.0,-0.5,1,2,12.25,16.77,1167,109,20,183.05,15929,0.15
1.0,18,1,12.2,136.89,0.5556,3,Fresh Starter,Fresh Starter,4.56,1.0,0.0,1,1,8.03,12.2,1168,82,18,219.67,15930,0.3333
1.0,21,2,12.78,129.86,0.7619,3,Fresh Starter,Fresh Starter,4.9,1.0,1.0,2,1,57.75,6.57,1169,103,21,268.33,15931,0.3333
1.0,23,2,12.49,117.76,0.5652,3,Fresh Starter,Fresh Starter,5.35,1.0,1.0,2,1,33.1,10.17,1170,123,23,287.28,15932,0.2609
0.9048,19,1,9.61,82.85,1.0,3,Deep Focus Learner,Deep Focus Learner,5.71,1.0,0.0,1,1,9.88,7.52,1171,120,21,201.72,15933,0.1429
0.6613,41,3,13.33,122.86,1.0,5,High Achiever,High Achiever,5.56,0.75,0.0,4,4,40.87,49.97,1172,345,62,826.6,15934,0.1774
0.8571,30,1,14.95,143.74,1.0,4,Deep Focus Learner,Deep Focus Learner,5.4,1.0,-0.6667,1,3,11.73,65.35,1173,189,35,523.08,15935,0.2286
1.0,14,1,14.2,134.65,0.7143,2,Fresh Starter,Fresh Starter,5.5,1.0,0.0,1,1,9.93,6.27,1174,77,14,198.87,15936,0.5
0.8529,29,3,15.48,142.1,0.8529,4,Flexible Learner,Flexible Learner,5.76,1.0,0.0,3,3,27.65,56.55,1175,196,34,526.38,15937,0.2353
0.5366,22,1,10.07,97.99,0.2195,2,Weekend Learner,Weekend Learner,5.05,0.3333,0.0,3,3,21.4,33.3,1176,207,41,412.97,15938,1.0
0.5429,19,0,10.17,90.67,0.2,2,Weekend Learner,Weekend Learner,5.43,0,-1.0,0,4,0.0,37.6,1177,190,35,355.92,15939,0.9714
0.8043,37,1,13.46,134.47,0.7391,7,Flexible Learner,Flexible Learner,5.22,1.0,-0.8,1,5,9.85,60.6,1178,240,46,619.33,15940,0.2391
0.9565,22,1,22.76,197.29,1.0,3,Deep Focus Learner,Deep Focus Learner,6.39,1.0,-0.5,1,2,46.08,20.6,1179,147,23,523.38,15941,0.3043
0.8636,19,0,10.13,90.94,0.1818,3,Weekend Learner,Weekend Learner,5.32,0,-1.0,0,2,0.0,17.5,1180,117,22,222.77,15942,0.9545
0.96,24,1,16.54,176.02,1.0,2,Deep Focus Learner,Deep Focus Learner,5.0,1.0,-0.5,1,2,13.02,18.78,1181,125,25,413.42,15943,0.2
0.8621,25,0,12.09,102.44,1.0,3,Deep Focus Learner,Deep Focus Learner,5.9,0,-1.0,0,5,0.0,47.37,1182,171,29,350.52,15944,0.2069
0.8302,44,4,13.55,117.89,0.6604,7,Flexible Learner,Flexible Learner,5.92,0.8,-0.1667,5,6,51.1,72.78,1183,314,53,718.25,15945,0.2642
0.8205,32,3,15.12,140.48,0.8205,4,Flexible Learner,Flexible Learner,5.56,0.75,3.0,4,1,47.25,8.47,1184,217,39,589.73,15946,0.3077
0.7368,42,2,11.05,96.47,1.0,4,High Achiever,High Achiever,5.72,1.0,-0.3333,2,3,14.83,35.18,1185,326,57,629.75,15947,0.1579
0.8857,31,3,12.66,122.33,1.0,2,Deep Focus Learner,Deep Focus Learner,5.29,0.75,4,4,0,33.57,0.0,1186,185,35,443.2,15948,0.2571
0.6774,21,2,13.66,145.58,0.1935,2,Weekend Learner,Weekend Learner,4.81,0.6667,0.5,3,2,31.67,10.12,1187,149,31,423.42,15949,1.0
0.7119,42,2,16.25,172.47,1.0,5,Consistent Climber,Consistent Climber,4.98,0.5,0.0,4,4,61.93,53.12,1188,294,59,958.73,15950,0.0
1.0,9,1,9.39,79.48,0.6667,2,Fresh Starter,Fresh Starter,5.56,1.0,1,1,0,6.13,0.0,1189,50,9,84.52,15951,0.4444
0.8298,39,2,12.09,130.89,0.766,5,Flexible Learner,Flexible Learner,4.72,1.0,-0.5,2,4,37.45,31.8,1190,222,47,568.33,15952,0.2979
0.5802,47,1,10.33,94.04,1.0,6,High Achiever,High Achiever,5.37,0.5,-0.8182,2,11,20.48,151.9,1191,435,81,836.97,15953,0.1111
0.7941,27,2,12.27,134.87,0.8529,3,Flexible Learner,Flexible Learner,4.68,1.0,-0.3333,2,3,31.63,69.62,1192,159,34,417.05,15954,0.4412
0.5875,47,2,10.02,88.93,1.0,5,Consistent Climber,Consistent Climber,5.53,0.6667,0.0,3,3,28.7,24.6,1193,442,80,801.68,15955,0.0
0.717,38,5,14.01,126.7,1.0,5,Consistent Climber,Consistent Climber,5.81,0.7143,1.3333,7,3,128.6,58.87,1194,308,53,742.73,15956,0.0
0.6552,19,1,10.2,108.99,0.1724,2,Weekend Learner,Weekend Learner,4.66,0.5,-0.6667,2,6,14.6,71.18,1195,135,29,295.72,15957,0.9655
0.6765,46,5,14.96,167.19,1.0,5,Consistent Climber,Consistent Climber,4.72,0.5556,0.125,9,8,112.15,165.5,1196,321,68,1017.45,15958,0.0
0.8837,38,2,10.08,98.77,0.7442,3,Flexible Learner,Flexible Learner,4.88,1.0,-0.3333,2,3,17.28,38.98,1197,210,43,433.55,15959,0.3721
0.6364,49,5,18.19,177.36,1.0,5,Consistent Climber,Consistent Climber,5.55,0.625,0.3333,8,6,233.57,117.38,1198,427,77,1400.58,15960,0.0
0.8889,16,1,7.95,72.32,1.0,2,Deep Focus Learner,Deep Focus Learner,5.22,1.0,1,1,0,6.87,0.0,1199,94,18,143.17,15961,0.0556
1.0,23,2,10.57,94.42,0.6957,2,Fresh Starter,Fresh Starter,5.61,1.0,0.0,2,2,18.18,16.82,1200,129,23,243.1,15962,0.3043
0.55,22,2,10.06,91.03,0.1,2,Weekend Learner,Weekend Learner,5.47,0.6667,-0.4,3,5,39.6,53.57,1201,219,40,402.52,15963,0.95
0.9355,29,3,10.83,93.84,0.8387,3,Flexible Learner,Flexible Learner,5.74,0.75,3.0,4,1,36.0,6.23,1202,178,31,335.7,15964,0.2258
0.913,21,1,11.74,131.24,1.0,3,Deep Focus Learner,Deep Focus Learner,4.43,1.0,0.0,1,1,21.5,25.05,1203,102,23,270.12,15965,0.2609
0.5904,49,2,11.32,99.29,1.0,5,High Achiever,High Achiever,5.76,0.6667,-0.25,3,4,21.13,37.73,1204,478,83,939.3,15966,0.1205
1.0,19,3,10.6,111.28,1.0,3,Deep Focus Learner,Deep Focus Learner,4.68,1.0,2.0,3,1,22.43,18.9,1205,89,19,201.33,15967,0.3684
