active_days,avg_session_minutes,avg_time_per_question,avg_topic_mastery,hard_accuracy_percent,hidden_ability,max_streak,original_profile_target_grade,original_profile_target_score,overall_accuracy,overall_accuracy_percent,paper1_accuracy,paper1_accuracy_percent,paper2_accuracy,paper2_accuracy_percent,persona,recent_accuracy,recent_accuracy_percent,score_ratio_percent,strong_topic_count,study_consistency_score,synthetic_student_index,target_grade,target_score,total_questions_attempted,total_sessions,total_study_minutes,user_id,weak_topic_count
29,17.62,190.61,33.09,12.9,0.5625,2,C,51.58,0.2432,24.32,0.3111,31.11,0.2136,21.36,Flexible Learner,0.4,40.0,44.83,2,54,1016,D,47.51,148,30,528.48,15778,13
26,16.97,167.1,58.01,27.4,0.7764,3,A-,71.15,0.451,45.1,0.5227,52.27,0.3538,35.38,Deep Focus Learner,0.35,35.0,57.69,3,82,1017,A-,70.12,153,28,475.13,15779,6
40,14.48,154.49,76.44,56.32,0.8846,4,A+,91.66,0.7143,71.43,0.7711,77.11,0.6852,68.52,High Achiever,0.75,75.0,86.24,7,98,1018,A+,98,245,50,723.95,15780,1
42,10.0,87.06,57.04,40.45,0.7359,5,A-,74.36,0.5346,53.46,0.5556,55.56,0.3721,37.21,Consistent Climber,0.45,45.0,55.29,1,54,1019,B,63.05,376,67,669.83,15781,6
35,10.85,98.79,35.36,21.28,0.5781,3,C+,55.17,0.343,34.3,0.3737,37.37,0.2308,23.08,Flexible Learner,0.35,35.0,40.16,0,66,1020,D,47.05,242,45,488.18,15782,12
42,11.45,103.22,65.43,40.0,0.7774,6,A-,74.58,0.5908,59.08,0.6325,63.25,0.4493,44.93,Flexible Learner,0.6,60.0,64.41,4,100,1021,A-,78.13,303,55,629.83,15783,3
31,17.93,181.35,49.66,38.55,0.8051,5,A-,74.48,0.4697,46.97,0.4655,46.55,0.4714,47.14,Deep Focus Learner,0.5,50.0,67.94,1,58,1022,B+,68.02,198,37,663.57,15784,8
24,13.63,125.98,42.63,25.0,0.622,2,C+,57.75,0.4321,43.21,0.4662,46.62,0.3909,39.09,Weekend Learner,0.5,50.0,58.28,0,78,1023,B,63.75,243,44,599.75,15785,10
30,14.16,156.23,34.03,20.41,0.501,2,D,48.98,0.3408,34.08,0.4,40.0,0.3145,31.45,Deep Focus Learner,0.35,35.0,45.99,0,90,1024,C,54.82,179,38,537.98,15786,12
16,8.54,80.45,69.58,37.14,0.691,2,B+,67.24,0.5833,58.33,0.5714,57.14,0.7143,71.43,Weekend Learner,0.7,70.0,61.16,6,24,1025,B+,67.05,168,33,281.67,15787,3
28,10.12,86.99,68.97,50.0,0.8135,4,A-,74.62,0.6188,61.88,0.6242,62.42,0.5833,58.33,Deep Focus Learner,0.6,60.0,65.29,4,54,1026,A-,72.23,181,32,323.93,15788,2
19,10.22,96.98,43.94,25.81,0.668,2,B,61.83,0.3958,39.58,0.4359,43.59,0.2222,22.22,Weekend Learner,0.35,35.0,43.5,2,52,1027,D,48.81,144,28,286.07,15789,8
25,10.56,113.04,60.3,44.44,0.7538,3,B+,69.69,0.55,55.0,0.5395,53.95,0.5625,56.25,Flexible Learner,0.5,50.0,70.48,1,42,1028,A-,72.89,140,30,316.83,15790,2
19,12.56,137.46,35.24,21.43,0.597,2,C,54.48,0.3261,32.61,0.3387,33.87,0.3158,31.58,Weekend Learner,0.35,35.0,47.19,0,64,1029,C,52.0,138,30,376.9,15791,8
9,9.87,101.58,21.8,0.0,0.3818,2,G,26.34,0.186,18.6,0.2308,23.08,0.1176,11.76,Fresh Starter,0.15,15.0,25.92,0,41,1030,G,27.75,43,9,88.87,15792,6
49,10.51,94.07,61.72,48.0,0.7481,5,A-,77.13,0.5886,58.86,0.6184,61.84,0.4,40.0,Consistent Climber,0.3,30.0,62.37,3,54,1031,B+,67.12,440,80,840.92,15793,4
34,12.77,131.3,57.33,28.26,0.6368,5,B,62.99,0.4293,42.93,0.4272,42.72,0.4316,43.16,Flexible Learner,0.55,55.0,55.58,4,66,1032,B,64.89,198,40,510.87,15794,8
30,10.28,89.68,58.1,57.69,0.7356,3,A-,70.13,0.5879,58.79,0.6089,60.89,0.4,40.0,Deep Focus Learner,0.6,60.0,61.54,2,94,1033,A-,73.49,199,35,359.73,15795,4
40,12.51,131.48,59.04,45.45,0.7138,4,A-,71.44,0.5331,53.31,0.5515,55.15,0.5094,50.94,Consistent Climber,0.55,55.0,63.86,4,82,1034,A-,71.95,242,50,625.7,15796,6
23,10.36,89.79,63.38,56.52,0.716,3,B+,68.94,0.5938,59.38,0.5827,58.27,0.6667,66.67,Flexible Learner,0.6,60.0,65.0,2,54,1035,A-,72.15,160,28,290.1,15797,3
20,13.02,143.35,49.57,27.03,0.7313,2,B+,67.43,0.4563,45.63,0.5283,52.83,0.38,38.0,Deep Focus Learner,0.65,65.0,57.58,1,42,1036,C+,58.8,103,22,286.43,15798,5
22,8.83,91.16,18.68,5.0,0.3259,3,G,25,0.1373,13.73,0.1375,13.75,0.1364,13.64,Fresh Starter,0.3,30.0,17.36,0,42,1037,G,24.72,102,22,194.27,15799,10
25,9.38,86.44,45.04,10.34,0.623,3,C+,55.12,0.3435,34.35,0.3445,34.45,0.3333,33.33,Deep Focus Learner,0.35,35.0,37.92,0,66,1038,C,50.17,131,25,234.55,15800,8
19,9.78,92.74,61.15,71.43,0.6968,3,B+,66.86,0.578,57.8,0.557,55.7,0.6333,63.33,Deep Focus Learner,0.45,45.0,66.2,1,64,1039,A-,71.79,109,21,205.48,15801,2
52,10.31,113.49,43.02,21.25,0.6532,5,B,64.61,0.4257,42.57,0.4693,46.93,0.3443,34.43,Consistent Climber,0.4,40.0,48.88,1,78,1040,C+,57.29,350,78,803.82,15802,9
18,13.98,139.33,39.6,32.5,0.6342,2,C+,57.34,0.3731,37.31,0.4203,42.03,0.3231,32.31,Weekend Learner,0.45,45.0,44.87,1,75,1041,C,53.23,134,26,363.52,15803,9
13,9.71,76.91,16.1,0.0,0.3124,2,G,25,0.1711,17.11,0.1739,17.39,0.1429,14.29,Fresh Starter,0.1,10.0,18.84,0,55,1042,G,25.71,76,13,126.28,15804,9
57,14.15,140.71,73.29,60.84,0.9265,6,A+,96.91,0.7175,71.75,0.7489,74.89,0.6825,68.25,High Achiever,0.85,85.0,83.68,7,90,1043,A+,92.46,446,85,1202.55,15805,1
20,11.44,100.71,56.24,44.44,0.7333,2,A-,70.78,0.563,56.3,0.5833,58.33,0.4783,47.83,Deep Focus Learner,0.6,60.0,59.04,1,42,1044,B,60.37,119,21,240.18,15806,4
23,15.6,143.75,34.64,13.7,0.528,2,D,48.28,0.305,30.5,0.3453,34.53,0.2583,25.83,Weekend Learner,0.45,45.0,40.65,1,90,1045,C,52.07,259,45,702.07,15807,12
12,17.71,195.29,13.37,8.33,0.3815,1,G,25,0.1525,15.25,0.0588,5.88,0.1905,19.05,Fresh Starter,0.1,10.0,28.64,0,18,1046,G,23.62,59,12,212.47,15808,7
11,10.35,106.81,34.96,30.0,0.5165,1,G,36.73,0.3462,34.62,0.36,36.0,0.3333,33.33,Fresh Starter,0.25,25.0,39.37,0,16,1047,G,37.7,52,11,113.83,15809,6
48,11.61,106.04,51.28,28.97,0.6828,5,A-,70.81,0.4877,48.77,0.5175,51.75,0.3846,38.46,Consistent Climber,0.55,55.0,54.18,0,74,1048,B,64.98,406,74,858.87,15810,6
13,10.59,122.55,13.33,0.0,0.3767,2,G,25.09,0.1455,14.55,0.1702,17.02,0.0,0.0,Fresh Starter,0.1,10.0,15.93,0,35,1049,G,20,55,13,137.72,15811,8
46,13.09,126.04,54.43,31.3,0.7294,5,A-,75.26,0.4909,49.09,0.5347,53.47,0.413,41.3,Consistent Climber,0.45,45.0,61.11,0,90,1050,A-,71.93,383,72,942.2,15812,5
44,17.12,175.95,46.53,26.95,0.7009,5,A-,75.42,0.4521,45.21,0.5933,59.33,0.3696,36.96,Consistent Climber,0.5,50.0,63.44,0,86,1051,B+,66.79,407,78,1335.02,15813,10
40,11.1,101.37,56.41,34.88,0.7483,4,A-,75.55,0.5233,52.33,0.5443,54.43,0.4444,44.44,Consistent Climber,0.45,45.0,58.6,1,54,1052,B,64.86,300,54,599.6,15814,6
44,10.02,92.41,74.66,66.67,0.8882,5,A,89.82,0.7246,72.46,0.7261,72.61,0.7097,70.97,High Achiever,0.8,80.0,76.63,8,54,1053,A,80.77,334,63,631.27,15815,2
44,16.34,176.51,48.59,25.89,0.6836,4,B+,69.98,0.4104,41.04,0.549,54.9,0.3525,35.25,Consistent Climber,0.55,55.0,54.97,1,94,1054,B+,67.97,346,70,1143.88,15816,8
44,10.91,112.33,66.07,46.88,0.8147,5,A,85.93,0.6216,62.16,0.6393,63.93,0.573,57.3,Consistent Climber,0.45,45.0,71.38,5,94,1055,A,83.26,333,68,741.72,15817,5
35,19.15,177.42,72.9,57.35,0.9263,3,A+,92.24,0.6849,68.49,0.7615,76.15,0.6393,63.93,High Achiever,0.8,80.0,82.08,5,42,1056,A,85.83,292,50,957.27,15818,2
46,14.14,146.87,64.64,47.95,0.8527,5,A+,91.0,0.641,64.1,0.7209,72.09,0.5642,56.42,High Achiever,0.6,60.0,79.69,4,90,1057,A,88.14,351,70,989.58,15819,2
38,14.61,147.77,51.4,39.53,0.705,4,B+,66.4,0.4783,47.83,0.5122,51.22,0.4393,43.93,Flexible Learner,0.45,45.0,63.32,2,94,1058,A-,72.0,230,44,643.02,15820,7
25,13.24,150.39,52.81,22.58,0.5501,2,D,49.86,0.3868,38.68,0.4828,48.28,0.32,32.0,Weekend Learner,0.6,60.0,48.45,3,78,1059,B,62.45,212,47,622.2,15821,7
52,10.07,92.18,72.53,50.85,0.8327,5,A,81.55,0.6511,65.11,0.6638,66.38,0.566,56.6,Consistent Climber,0.55,55.0,69.7,5,90,1060,A,82.64,407,75,755.48,15822,2
23,14.76,164.38,31.63,13.04,0.4466,3,G,32.92,0.2613,26.13,0.2308,23.08,0.2706,27.06,Fresh Starter,0.4,40.0,35.07,0,66,1061,E,43.38,111,23,339.57,15823,10
29,10.84,96.55,51.83,28.21,0.6356,4,B,61.0,0.4462,44.62,0.4452,44.52,0.4516,45.16,Flexible Learner,0.6,60.0,47.4,1,78,1062,B,62.81,186,34,368.53,15824,7
40,15.36,148.39,51.86,26.32,0.6516,4,B+,65.88,0.4339,43.39,0.5026,50.26,0.3522,35.22,Consistent Climber,0.7,70.0,53.59,0,98,1063,B,64.53,348,64,983.35,15825,4
24,9.64,89.25,42.53,16.67,0.6199,3,D,48.41,0.3984,39.84,0.434,43.4,0.1765,17.65,Fresh Starter,0.4,40.0,44.31,0,42,1064,D,47.77,123,24,231.42,15826,9
24,14.9,155.75,45.17,26.09,0.7159,2,B+,67.77,0.414,41.4,0.4958,49.58,0.3125,31.25,Weekend Learner,0.1,10.0,53.57,1,90,1065,B,60.79,215,43,640.62,15827,8
38,17.9,188.35,52.9,23.02,0.6331,5,B+,67.28,0.4327,43.27,0.4667,46.67,0.4208,42.08,Consistent Climber,0.3,30.0,59.8,1,94,1066,A-,72.25,349,68,1217.25,15828,7
31,9.06,97.87,30.87,6.45,0.4645,5,E,44.85,0.2434,24.34,0.2213,22.13,0.3333,33.33,Flexible Learner,0.25,25.0,31.18,0,54,1067,E,41.16,152,35,317.15,15829,10
11,8.28,78.6,31.2,14.29,0.3472,3,G,25,0.2453,24.53,0.2128,21.28,0.5,50.0,Fresh Starter,0.2,20.0,27.5,0,16,1068,G,29.39,53,11,91.1,15830,6
38,13.89,144.61,46.94,25.71,0.6238,5,B,63.41,0.381,38.1,0.4112,41.12,0.3548,35.48,Consistent Climber,0.3,30.0,50.78,2,98,1069,B,64.42,231,46,639.07,15831,9
49,9.46,86.1,55.16,25.33,0.6539,5,B+,66.94,0.4904,49.04,0.4862,48.62,0.5278,52.78,Consistent Climber,0.5,50.0,53.02,2,98,1070,B+,69.8,363,68,643.5,15832,7
19,14.22,148.73,42.29,23.4,0.5978,3,C,54.96,0.3374,33.74,0.4342,43.42,0.2529,25.29,Weekend Learner,0.35,35.0,45.83,0,64,1071,C,51.68,163,33,469.18,15833,7
42,10.79,97.02,47.52,25.37,0.6622,5,B+,65.24,0.4339,43.39,0.4158,41.58,0.5072,50.72,Consistent Climber,0.6,60.0,51.01,2,94,1072,B,63.3,348,63,679.68,15834,11
26,10.48,106.12,60.23,52.0,0.7357,5,A-,71.05,0.5987,59.87,0.6172,61.72,0.5,50.0,Deep Focus Learner,0.55,55.0,66.14,1,66,1073,A-,73.57,152,31,324.78,15835,2
11,9.83,94.94,37.08,21.43,0.6051,1,D,48.4,0.3519,35.19,0.3878,38.78,0.0,0.0,Fresh Starter,0.35,35.0,35.8,0,16,1074,G,38.99,54,11,108.13,15836,6
40,9.23,90.55,54.33,41.38,0.6439,5,B+,68.42,0.5282,52.82,0.5314,53.14,0.5111,51.11,Consistent Climber,0.7,70.0,60.38,1,54,1075,B,63.19,284,58,535.08,15837,5
41,11.22,100.66,57.41,37.72,0.7277,5,A-,74.46,0.5267,52.67,0.5209,52.09,0.5556,55.56,Consistent Climber,0.7,70.0,57.66,1,98,1076,A-,72.31,374,67,751.58,15838,6
10,9.9,77.54,20.55,25.0,0.5047,2,G,39.68,0.2623,26.23,0.2712,27.12,0.0,0.0,Fresh Starter,0.25,25.0,25.4,0,15,1077,G,24.34,61,10,99.02,15839,7
23,9.89,109.55,19.16,12.5,0.3804,3,G,25,0.22,22.0,0.2121,21.21,0.2353,23.53,Fresh Starter,0.2,20.0,29.13,0,42,1078,G,30.63,100,23,227.43,15840,12
11,16.88,157.58,24.93,15.79,0.5542,2,E,42.35,0.25,25.0,0.2273,22.73,0.2619,26.19,Fresh Starter,0.25,25.0,41.95,0,28,1079,G,39.0,64,11,185.63,15841,9
39,9.32,84.31,44.95,19.15,0.6354,4,B,60.27,0.4348,43.48,0.4459,44.59,0.3548,35.48,Flexible Learner,0.5,50.0,47.59,1,78,1080,C+,55.41,253,47,438.15,15842,10
23,14.29,142.5,40.47,21.62,0.584,3,C+,57.62,0.3172,31.72,0.3896,38.96,0.2353,23.53,Flexible Learner,0.4,40.0,43.72,1,54,1081,D,48.87,145,28,400.18,15843,7
39,12.61,114.22,57.73,43.24,0.7649,6,A-,72.1,0.5752,57.52,0.6611,66.11,0.3953,39.53,Flexible Learner,0.6,60.0,65.22,1,94,1082,A-,74.6,266,47,592.7,15844,5
40,12.01,127.49,70.43,50.54,0.8405,4,A,87.51,0.6601,66.01,0.7251,72.51,0.5758,57.58,Consistent Climber,0.85,85.0,77.87,4,98,1083,A,89.81,303,64,768.82,15845,2
20,11.21,107.73,41.5,15.62,0.5677,3,C,50.53,0.3913,39.13,0.4186,41.86,0.3103,31.03,Weekend Learner,0.5,50.0,44.72,0,42,1084,D,49.96,115,22,246.67,15846,8
8,14.64,120.78,45.63,13.33,0.5438,1,E,43.4,0.3529,35.29,0.4062,40.62,0.2632,26.32,Fresh Starter,0.1,10.0,45.07,1,12,1085,E,44.66,51,8,117.12,15847,3
21,9.1,77.41,50.19,53.33,0.6873,3,B+,68.17,0.5369,53.69,0.5455,54.55,0.3333,33.33,Flexible Learner,0.5,50.0,54.47,1,78,1086,B,64.85,149,28,254.83,15848,5
20,13.1,154.79,56.2,8.33,0.5652,3,C+,55.36,0.3776,37.76,0.375,37.5,0.3788,37.88,Deep Focus Learner,0.4,40.0,48.86,3,58,1087,C+,59.32,98,23,301.38,15849,4
23,9.27,88.4,60.95,28.95,0.5783,3,C+,57.83,0.5258,52.58,0.5283,52.83,0.5143,51.43,Weekend Learner,0.45,45.0,54.94,1,42,1088,B,63.51,194,39,361.68,15850,4
17,9.07,85.59,50.96,39.13,0.6817,2,B,64.1,0.4956,49.56,0.505,50.5,0.4167,41.67,Weekend Learner,0.3,30.0,54.63,2,49,1089,C+,57.6,113,22,199.48,15851,8
19,11.6,97.29,45.28,26.67,0.6445,4,C+,57.95,0.4143,41.43,0.3879,38.79,0.5417,54.17,Deep Focus Learner,0.3,30.0,44.3,1,40,1090,C,52.0,140,23,266.77,15852,5
11,9.23,74.67,32.59,33.33,0.4334,2,G,30.53,0.2812,28.12,0.2586,25.86,0.5,50.0,Fresh Starter,0.15,15.0,29.04,0,16,1091,G,32.23,64,11,101.57,15853,6
29,15.96,153.11,44.93,27.69,0.696,4,B,64.13,0.4104,41.04,0.4944,49.44,0.3496,34.96,Deep Focus Learner,0.4,40.0,49.63,0,42,1092,C,52.66,212,38,606.43,15854,7
30,9.54,84.67,37.26,12.82,0.49,4,D,45.32,0.3465,34.65,0.3526,35.26,0.3103,31.03,Flexible Learner,0.25,25.0,38.71,0,42,1093,E,42.88,202,37,352.92,15855,9
21,11.51,105.62,28.68,10.26,0.4619,3,G,39.26,0.2079,20.79,0.2365,23.65,0.0667,6.67,Weekend Learner,0.1,10.0,23.2,1,54,1094,G,33.73,178,32,368.27,15856,13
44,12.44,115.14,55.54,39.78,0.6757,5,A-,70.73,0.5237,52.37,0.5368,53.68,0.5,50.0,Consistent Climber,0.6,60.0,63.21,1,78,1095,A-,70.92,359,66,820.78,15857,3
30,12.43,116.32,65.77,48.08,0.7616,3,A-,75.28,0.6264,62.64,0.6486,64.86,0.5873,58.73,Flexible Learner,0.65,65.0,74.67,3,30,1096,A-,72.65,174,32,397.92,15858,2
30,11.32,110.03,58.99,48.21,0.7683,3,A-,71.11,0.5897,58.97,0.6207,62.07,0.5,50.0,Deep Focus Learner,0.25,25.0,69.35,3,54,1097,B+,69.53,195,38,430.18,15859,6
16,10.59,115.27,17.05,10.0,0.4477,2,G,38.99,0.1905,19.05,0.186,18.6,0.2,20.0,Weekend Learner,0.15,15.0,26.96,0,48,1098,G,31.21,126,28,296.4,15860,11
47,10.27,86.16,60.49,39.29,0.6719,5,A-,71.07,0.5466,54.66,0.5614,56.14,0.4318,43.18,Consistent Climber,0.35,35.0,59.3,2,86,1099,A-,71.41,386,67,687.92,15861,4
35,11.13,101.52,65.61,50.72,0.8032,4,A,83.5,0.6336,63.36,0.6505,65.05,0.5714,57.14,Consistent Climber,0.6,60.0,71.06,3,42,1100,A-,72.21,262,48,534.28,15862,1
17,11.68,123.26,38.65,28.57,0.6513,2,B,60.26,0.4091,40.91,0.48,48.0,0.35,35.0,Weekend Learner,0.4,40.0,51.57,2,61,1101,C,54.86,110,23,268.65,15863,9
38,9.67,83.83,37.39,29.55,0.5527,4,D,49.96,0.2955,29.55,0.2895,28.95,0.3684,36.84,Flexible Learner,0.3,30.0,33.09,0,90,1102,D,48.64,247,45,435.03,15864,9
24,17.6,159.07,57.09,39.06,0.7561,4,A-,75.11,0.4936,49.36,0.5495,54.95,0.4154,41.54,Deep Focus Learner,0.6,60.0,63.81,3,78,1103,A-,71.32,156,26,457.62,15865,6
51,10.03,89.83,53.97,34.15,0.6695,5,A-,70.86,0.5545,55.45,0.5804,58.04,0.4265,42.65,Consistent Climber,0.15,15.0,59.67,0,98,1104,A-,76.04,404,74,742.12,15866,5
34,9.95,98.28,61.32,45.0,0.7188,4,A-,72.75,0.6063,60.63,0.6503,65.03,0.3947,39.47,Flexible Learner,0.6,60.0,65.57,2,66,1105,A-,72.62,221,45,447.67,15867,4
43,10.81,95.26,62.01,39.22,0.7663,5,A-,78.84,0.5795,57.95,0.61,61.0,0.4778,47.78,Consistent Climber,0.7,70.0,64.75,3,42,1106,B+,67.21,390,69,745.77,15868,3
27,11.52,109.4,51.08,40.0,0.6185,3,C+,58.51,0.4459,44.59,0.4425,44.25,0.4545,45.45,Flexible Learner,0.4,40.0,51.31,2,74,1107,C+,59.88,157,30,345.5,15869,7
23,11.63,104.13,42.13,20.37,0.5734,2,C,52.52,0.3653,36.53,0.3922,39.22,0.2836,28.36,Weekend Learner,0.25,25.0,42.35,0,90,1108,C,52.78,271,48,558.05,15870,9
25,10.84,102.91,42.84,14.71,0.5825,3,C,51.96,0.3571,35.71,0.375,37.5,0.2857,28.57,Deep Focus Learner,0.6,60.0,38.33,1,54,1109,D,47.16,140,27,292.72,15871,9
19,11.05,96.04,65.04,52.0,0.816,2,A-,74.18,0.6364,63.64,0.5955,59.55,0.75,75.0,Deep Focus Learner,0.5,50.0,72.76,2,40,1110,A-,74.14,121,22,243.12,15872,2
23,13.16,140.7,43.08,25.93,0.5429,3,E,43.93,0.3964,39.64,0.3469,34.69,0.4355,43.55,Fresh Starter,0.45,45.0,53.63,2,42,1111,C,54.55,111,23,302.78,15873,8
20,11.0,109.65,61.12,30.77,0.7561,2,A-,72.34,0.495,49.5,0.4444,44.44,0.6207,62.07,Deep Focus Learner,0.4,40.0,61.2,2,42,1112,B+,67.66,101,20,220.07,15874,4
15,11.9,96.75,64.45,44.83,0.7487,3,A-,70.56,0.6316,63.16,0.6593,65.93,0.5217,52.17,Deep Focus Learner,0.75,75.0,69.51,3,22,1113,B+,68.98,114,19,226.03,15875,3
26,12.31,138.9,29.84,31.25,0.4703,4,D,48.61,0.3309,33.09,0.2857,28.57,0.3625,36.25,Flexible Learner,0.4,40.0,43.07,1,42,1114,E,43.15,136,30,369.25,15876,14
30,11.55,132.09,32.41,30.3,0.5002,2,C,50.37,0.3117,31.17,0.3448,34.48,0.2687,26.87,Deep Focus Learner,0.3,30.0,38.92,0,46,1115,E,42.44,154,35,404.42,15877,11
12,14.3,132.82,15.58,0.0,0.3841,2,G,25,0.1493,14.93,0.1667,16.67,0.12,12.0,Fresh Starter,0.1,10.0,19.36,0,30,1116,G,23.71,67,12,171.62,15878,7
8,15.92,170.45,13.98,6.67,0.412,1,G,28.75,0.15,15.0,0.2,20.0,0.12,12.0,Fresh Starter,0.1,10.0,22.0,0,12,1117,G,20.41,40,8,127.35,15879,6
28,12.01,124.71,39.4,20.51,0.5236,3,C,51.14,0.3648,36.48,0.4038,40.38,0.2909,29.09,Flexible Learner,0.45,45.0,42.18,1,42,1118,D,45.96,159,33,396.17,15880,11
26,13.74,141.95,40.47,26.83,0.516,3,D,48.18,0.3836,38.36,0.4615,46.15,0.2941,29.41,Deep Focus Learner,0.45,45.0,47.18,0,58,1119,C,50.6,146,29,398.45,15881,8
39,15.94,147.39,64.64,46.4,0.8385,5,A,87.06,0.6242,62.42,0.6957,69.57,0.549,54.9,Consistent Climber,0.4,40.0,78.54,3,82,1120,A,83.83,314,54,860.93,15882,2
34,17.93,172.79,58.65,32.22,0.7558,5,A-,72.72,0.5327,53.27,0.6067,60.67,0.48,48.0,Flexible Learner,0.55,55.0,69.94,4,90,1121,A-,77.66,214,39,699.37,15883,5
25,14.69,137.47,37.75,21.43,0.577,2,C,51.92,0.347,34.7,0.4333,43.33,0.2373,23.73,Weekend Learner,0.2,20.0,45.76,0,90,1122,C+,59.16,268,48,705.12,15884,13
20,15.5,168.31,47.89,16.0,0.7183,3,B+,65.84,0.3969,39.69,0.48,48.0,0.3457,34.57,Weekend Learner,0.4,40.0,51.21,1,30,1123,C,50.22,131,27,418.48,15885,6
21,15.44,135.78,43.37,10.53,0.547,3,D,48.88,0.3182,31.82,0.4214,42.14,0.069,6.9,Weekend Learner,0.55,55.0,32.83,1,90,1124,C,54.32,198,33,509.55,15886,7
29,16.11,148.03,42.42,24.19,0.6612,4,B,61.85,0.3744,37.44,0.3762,37.62,0.3723,37.23,Deep Focus Learner,0.45,45.0,46.3,1,100,1125,C+,59.78,195,34,547.88,15887,8
18,10.82,92.69,32.7,6.9,0.5449,2,D,47.15,0.3205,32.05,0.3357,33.57,0.1875,18.75,Weekend Learner,0.4,40.0,34.11,0,51,1126,E,40.89,156,27,292.08,15888,9
42,10.68,108.58,47.7,30.36,0.6395,5,A-,70.09,0.4712,47.12,0.4886,48.86,0.4412,44.12,Consistent Climber,0.15,15.0,57.04,1,54,1127,C+,58.91,278,57,609.03,15889,8
34,11.66,102.99,36.76,22.92,0.5173,3,C,51.15,0.3473,34.73,0.3871,38.71,0.2075,20.75,Flexible Learner,0.45,45.0,39.56,0,46,1128,E,43.34,239,43,501.2,15890,14
46,11.82,111.49,50.61,26.17,0.7019,5,B+,69.77,0.4571,45.71,0.4762,47.62,0.3919,39.19,Consistent Climber,0.55,55.0,53.38,1,78,1129,B,62.34,326,61,720.82,15891,7
35,13.47,127.25,45.35,24.14,0.6353,4,B+,65.23,0.3553,35.53,0.372,37.2,0.3303,33.03,Consistent Climber,0.3,30.0,45.28,1,62,1130,C,54.69,273,50,673.7,15892,9
25,10.68,113.04,29.01,24.14,0.6128,2,C,54.99,0.2837,28.37,0.2727,27.27,0.3226,32.26,Deep Focus Learner,0.2,20.0,37.15,0,42,1131,G,35.76,141,30,320.28,15893,11
37,11.06,96.46,45.16,30.26,0.6341,5,B,62.44,0.4524,45.24,0.4842,48.42,0.3065,30.65,Consistent Climber,0.4,40.0,51.16,0,66,1132,C+,58.34,347,61,674.52,15894,11
34,10.37,87.04,63.5,39.13,0.7777,3,A-,77.46,0.5817,58.17,0.6025,60.25,0.375,37.5,Consistent Climber,0.65,65.0,59.91,3,74,1133,A-,71.06,263,45,466.52,15895,5
24,12.89,123.79,32.96,18.18,0.4676,5,E,44.43,0.3108,31.08,0.3478,34.78,0.25,25.0,Flexible Learner,0.55,55.0,35.32,1,42,1134,G,38.59,148,28,361.0,15896,10
44,10.11,99.08,64.11,46.58,0.778,8,A-,74.53,0.6491,64.91,0.6465,64.65,0.6567,65.67,Flexible Learner,0.35,35.0,71.67,5,94,1135,A,86.13,265,53,535.98,15897,3
10,12.09,121.06,4.17,9.09,0.3341,2,G,25,0.04,4.0,0.0333,3.33,0.05,5.0,Fresh Starter,0.05,5.0,17.01,0,27,1136,G,20,50,10,120.9,15898,6
36,13.03,134.36,44.34,30.3,0.5967,3,C,54.48,0.4081,40.81,0.4532,45.32,0.3333,33.33,Flexible Learner,0.4,40.0,51.57,1,94,1137,B,62.92,223,44,573.32,15899,11
47,13.32,125.57,60.29,35.2,0.7756,5,A-,78.39,0.5503,55.03,0.5754,57.54,0.5068,50.68,Consistent Climber,0.5,50.0,67.38,3,94,1138,A,80.63,398,73,972.42,15900,4
45,9.82,86.28,55.45,32.88,0.6531,4,B,64.64,0.4402,44.02,0.4565,45.65,0.2857,28.57,Consistent Climber,0.6,60.0,46.06,3,78,1139,B,62.48,368,67,658.17,15901,6
52,11.3,100.07,71.38,57.26,0.8385,6,A,89.06,0.6878,68.78,0.724,72.4,0.5506,55.06,High Achiever,0.75,75.0,75.93,3,86,1140,A,88.43,426,76,858.95,15902,1
31,16.31,156.03,42.8,14.47,0.5441,4,C,51.62,0.343,34.3,0.4505,45.05,0.2188,21.88,Flexible Learner,0.25,25.0,39.79,1,70,1141,C,50.25,207,37,603.62,15903,10
33,13.03,137.18,50.38,32.0,0.6516,4,B+,65.03,0.4752,47.52,0.5333,53.33,0.4286,42.86,Flexible Learner,0.45,45.0,62.72,1,70,1142,B+,68.24,202,41,534.08,15904,9
20,11.76,107.64,43.72,27.59,0.6235,2,C+,57.09,0.4453,44.53,0.4787,47.87,0.3529,35.29,Deep Focus Learner,0.3,30.0,53.76,0,42,1143,C,52.81,128,23,270.4,15905,8
39,12.22,112.65,53.06,37.04,0.6829,4,B+,68.65,0.4984,49.84,0.5417,54.17,0.3433,34.33,Consistent Climber,0.25,25.0,57.09,0,66,1144,B+,65.24,307,55,672.2,15906,6
21,14.33,138.16,67.95,47.73,0.8167,3,A,81.43,0.6094,60.94,0.7333,73.33,0.434,43.4,Deep Focus Learner,0.65,65.0,72.25,5,82,1145,A,81.64,128,24,343.95,15907,2
23,12.73,120.21,35.99,17.54,0.5041,3,D,48.23,0.3604,36.04,0.4388,43.88,0.2289,22.89,Weekend Learner,0.25,25.0,41.07,1,54,1146,E,44.12,222,41,521.97,15908,12
